p1_id,p2_id,doc_id,sentence_index,label,expectation,tokens,p1_text,p1_start,p1_end,p2_text,p2_start,p2_end,features,weights
e11ca559-5831-40a5-8b0b-0ed37838f986_373_0_0,e11ca559-5831-40a5-8b0b-0ed37838f986_373_2_2,e11ca559-5831-40a5-8b0b-0ed37838f986,373,,0.976,"{Nichols,and,Davis-Goff,divorced,in,1986,.}",Nichols,0,0,Davis-Goff,2,2,"{NER_SEQ_[O],NGRAM_1_[and],POS_SEQ_[CC],LEMMA_SEQ_[and],WORD_SEQ_[and],STARTS_WITH_CAPITAL_[True_True],W_NER_L_1_R_1_[O]_[O],BETW_L_[conj_and],BETW_[conj_and],BETW_D_[conj_and],""W_NER_L_3_R_2_[O DATE O]_[O O]"",""W_NER_L_3_R_3_[O DATE O]_[O O DATE]"",""W_NER_L_1_R_3_[O]_[O O DATE]"",""W_NER_L_2_R_3_[DATE O]_[O O DATE]"",""W_NER_L_2_R_1_[DATE O]_[O]"",""W_NER_L_3_R_1_[O DATE O]_[O]"",LENGTHS_[1_2],""W_NER_L_2_R_2_[DATE O]_[O O]"",""W_NER_L_1_R_2_[O]_[O O]"",""W_LEMMA_L_2_R_3_[_NUMBER .]_[divorce in _NUMBER]"",""W_LEMMA_L_2_R_1_[_NUMBER .]_[divorce]"",""W_LEMMA_L_3_R_2_[in _NUMBER .]_[divorce in]"",W_LEMMA_L_1_R_1_[.]_[divorce],""W_LEMMA_L_1_R_2_[.]_[divorce in]"",""W_LEMMA_L_2_R_2_[_NUMBER .]_[divorce in]"",""W_LEMMA_L_3_R_1_[in _NUMBER .]_[divorce]"",""W_LEMMA_L_1_R_3_[.]_[divorce in _NUMBER]"",""W_LEMMA_L_3_R_3_[in _NUMBER .]_[divorce in _NUMBER]""}","{2.9128,-2.48631,1.97968,1.94885,1.94885,-1.87337,-0.692339,0.329788,0.325916,0.324841,-0.220931,-0.17947,0.174457,-0.174349,-0.126122,-0.109272,-0.108682,0.0168856,-0.00337211,0,0,0,0,0,0,0,0,0}"
dca523f5-2cff-47c4-b94b-3e407bf95599_8_6_6,dca523f5-2cff-47c4-b94b-3e407bf95599_8_4_4,dca523f5-2cff-47c4-b94b-3e407bf95599,8,,0.913,"{Of,all,places,"","",Jake,and,Lainey,reconnect,years,later,outside,of,a,sex,addiction,meeting,"","",and,with,their,shared,problems,they,begin,a,friendship,that,becomes,strictly,platonic,.}",Lainey,6,6,Jake,4,4,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_LEMMA_SEQ_[and],INV_WORD_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_LENGTHS_[1_0],INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_1_R_3_[O]_[O DATE DATE]"",""INV_W_NER_L_2_R_3_[O O]_[O DATE DATE]"",""INV_W_NER_L_2_R_1_[O O]_[O]"",""INV_W_NER_L_3_R_3_[O O O]_[O DATE DATE]"",""INV_W_NER_L_3_R_2_[O O O]_[O DATE]"",""INV_BETW_L_[conj_and conj_and]"",""INV_W_NER_L_2_R_2_[O O]_[O DATE]"",""INV_W_NER_L_1_R_2_[O]_[O DATE]"",""INV_W_NER_L_3_R_1_[O O O]_[O]"",""INV_W_LEMMA_L_2_R_1_[place ,]_[reconnect]"",""INV_W_LEMMA_L_3_R_1_[all place ,]_[reconnect]"",""INV_W_LEMMA_L_3_R_3_[all place ,]_[reconnect year later]"",""INV_W_LEMMA_L_3_R_2_[all place ,]_[reconnect year]"",""INV_W_LEMMA_L_2_R_3_[place ,]_[reconnect year later]"",""INV_W_LEMMA_L_1_R_1_[,]_[reconnect]"",""INV_BETW_D_[conj_and of conj_and]"",""INV_W_LEMMA_L_1_R_2_[,]_[reconnect year]"",""INV_W_LEMMA_L_1_R_3_[,]_[reconnect year later]"",""INV_BETW_[conj_and of conj_and]"",""INV_W_LEMMA_L_2_R_2_[place ,]_[reconnect year]""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,-0.378807,-0.282554,-0.236119,-0.196295,-0.181359,-0.161527,-0.124289,0.121314,-0.112973,-0.0142628,0.00138261,0,0,0,0,0,0,0,0,0,0,0}"
bdacace9-a7a3-48a5-a734-42b46c07ea0d_42_0_0,bdacace9-a7a3-48a5-a734-42b46c07ea0d_42_2_2,bdacace9-a7a3-48a5-a734-42b46c07ea0d,42,,0.989,"{Medina,and,Galvan,are,both,practicing,Catholics,.}",Medina,0,0,Galvan,2,2,"{NER_SEQ_[O],NGRAM_1_[and],POS_SEQ_[CC],LEMMA_SEQ_[and],WORD_SEQ_[and],STARTS_WITH_CAPITAL_[True_True],W_NER_L_1_R_1_[O]_[O],BETW_L_[conj_and],LENGTHS_[1_1],BETW_[conj_and],BETW_D_[conj_and],""W_NER_L_1_R_3_[O]_[O O O]"",W_LEMMA_L_1_R_1_[.]_[be],""W_NER_L_2_R_3_[MISC O]_[O O O]"",""W_NER_L_3_R_1_[O MISC O]_[O]"",""W_NER_L_2_R_1_[MISC O]_[O]"",""W_NER_L_3_R_3_[O MISC O]_[O O O]"",""W_NER_L_3_R_2_[O MISC O]_[O O]"",""W_NER_L_2_R_2_[MISC O]_[O O]"",""W_NER_L_1_R_2_[O]_[O O]"",""W_LEMMA_L_2_R_2_[Catholics .]_[be both]"",""W_LEMMA_L_1_R_3_[.]_[be both practice]"",""W_LEMMA_L_1_R_2_[.]_[be both]"",""W_LEMMA_L_3_R_1_[practice Catholics .]_[be]"",""W_LEMMA_L_3_R_3_[practice Catholics .]_[be both practice]"",""W_LEMMA_L_2_R_1_[Catholics .]_[be]"",""W_LEMMA_L_2_R_3_[Catholics .]_[be both practice]"",""W_LEMMA_L_3_R_2_[practice Catholics .]_[be both]""}","{2.9128,-2.48631,1.97968,1.94885,1.94885,-1.87337,-0.692339,0.329788,-0.327916,0.325916,0.324841,0.159001,-0.133804,0.0973108,0.0954132,0.0934481,0.0522396,-0.0195554,-0.0120563,-0.00337211,0,0,0,0,0,0,0,0}"
d650e041-5a0d-4f8b-977c-0b0b5ebd5609_302_15_16,d650e041-5a0d-4f8b-977c-0b0b5ebd5609_302_18_19,d650e041-5a0d-4f8b-977c-0b0b5ebd5609,302,,0.996,"{Made,famous,by,the,1989,movie,adaptation,which,starred,Sally,Field,"","",Dolly,Parton,"","",Shirley,Maclaine,and,Julia,Roberts,"","",this,is,a,heart-warming,and,bittersweet,comedy,"","",set,in,a,Louisiana,hairdressing,salon,.}",Shirley Maclaine,15,16,Julia Roberts,18,19,"{NER_SEQ_[O],NGRAM_1_[and],POS_SEQ_[CC],LEMMA_SEQ_[and],WORD_SEQ_[and],STARTS_WITH_CAPITAL_[True_True],W_NER_L_1_R_1_[O]_[O],""W_LEMMA_L_1_R_1_[,]_[,]"",BETW_L_[conj_and],BETW_[conj_and],BETW_D_[conj_and],""W_NER_L_2_R_1_[PERSON O]_[O]"",""W_NER_L_2_R_3_[PERSON O]_[O O O]"",""W_NER_L_1_R_3_[O]_[O O O]"",LENGTHS_[3_2],""W_NER_L_3_R_1_[PERSON PERSON O]_[O]"",""W_NER_L_3_R_3_[PERSON PERSON O]_[O O O]"",""W_LEMMA_L_1_R_2_[,]_[, this]"",""W_NER_L_3_R_2_[PERSON PERSON O]_[O O]"",""W_NER_L_2_R_2_[PERSON O]_[O O]"",""W_LEMMA_L_1_R_3_[,]_[, this be]"",""W_NER_L_1_R_2_[O]_[O O]"",""W_LEMMA_L_3_R_1_[Dolly Parton ,]_[,]"",""W_LEMMA_L_3_R_3_[Dolly Parton ,]_[, this be]"",""W_LEMMA_L_3_R_2_[Dolly Parton ,]_[, this]"",""W_LEMMA_L_2_R_1_[Parton ,]_[,]"",""W_LEMMA_L_2_R_3_[Parton ,]_[, this be]"",""W_LEMMA_L_2_R_2_[Parton ,]_[, this]""}","{2.9128,-2.48631,1.97968,1.94885,1.94885,-1.87337,-0.692339,0.464041,0.329788,0.325916,0.324841,-0.248478,-0.179293,0.159001,-0.135636,-0.133091,-0.1253,-0.0465484,0.019939,-0.0100601,-0.0042216,-0.00337211,0,0,0,0,0,0}"
7f78b0b5-51b2-4e08-aa68-22e3b206b271_5_35_36,7f78b0b5-51b2-4e08-aa68-22e3b206b271_5_32_33,7f78b0b5-51b2-4e08-aa68-22e3b206b271,5,,0.996,"{They,are,currently,at,#,750,Molly,"","",of,Ellesmere,Port,"","",has,been,skating,since,she,was,three,and,was,featured,on,ITV,'s,Dancing,on,Ice,with,legendary,ice-dancing,pair,Jayne,Torvill,and,Christopher,Dean,when,she,was,five,.}",Christopher Dean,35,36,Jayne Torvill,32,33,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_WORD_SEQ_[and],INV_LEMMA_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_LENGTHS_[3_2],INV_BETW_D_[conj_and],INV_BETW_L_[conj_and],INV_BETW_[conj_and],INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_1_R_3_[O]_[O O O]"",""INV_W_NER_L_2_R_1_[O O]_[O]"",""INV_W_NER_L_3_R_3_[O O O]_[O O O]"",""INV_W_NER_L_2_R_2_[O O]_[O O]"",""INV_W_NER_L_1_R_2_[O]_[O O]"",""INV_W_NER_L_3_R_2_[O O O]_[O O]"",""INV_W_NER_L_2_R_3_[O O]_[O O O]"",""INV_W_NER_L_3_R_1_[O O O]_[O]"",INV_W_LEMMA_L_1_R_1_[pair]_[when],""INV_W_LEMMA_L_2_R_1_[ice-dancing pair]_[when]"",""INV_W_LEMMA_L_3_R_3_[legendary ice-dancing pair]_[when she be]"",""INV_W_LEMMA_L_2_R_2_[ice-dancing pair]_[when she]"",""INV_W_LEMMA_L_3_R_2_[legendary ice-dancing pair]_[when she]"",""INV_W_LEMMA_L_1_R_3_[pair]_[when she be]"",""INV_W_LEMMA_L_2_R_3_[ice-dancing pair]_[when she be]"",""INV_W_LEMMA_L_3_R_1_[legendary ice-dancing pair]_[when]"",""INV_W_LEMMA_L_1_R_2_[pair]_[when she]""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,0.39776,0.334665,0.330707,0.324957,-0.282554,0.240517,-0.181359,-0.156288,0.055645,-0.0407692,0.020562,0.00925519,0.00138261,0,0,0,0,0,0,0,0,0}"
8ef50773-ce5f-42f3-a7b3-6a4552975c4a_30_15_15,8ef50773-ce5f-42f3-a7b3-6a4552975c4a_30_13_13,8ef50773-ce5f-42f3-a7b3-6a4552975c4a,30,,0.991,"{The,alleged,victim,told,police,she,had,made,up,two,men,-,called,Greg,and,Tom,-,to,try,and,make,Lower,jealous,.}",Tom,15,15,Greg,13,13,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_LEMMA_SEQ_[and],INV_WORD_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_BETW_D_[conj_and],INV_BETW_L_[conj_and],INV_BETW_[conj_and],INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_1_R_3_[O]_[O O O]"",""INV_W_NER_L_2_R_1_[O O]_[O]"",""INV_W_NER_L_3_R_3_[O O O]_[O O O]"",INV_LENGTHS_[0_0],""INV_W_NER_L_2_R_2_[O O]_[O O]"",""INV_W_NER_L_1_R_2_[O]_[O O]"",""INV_W_NER_L_3_R_2_[O O O]_[O O]"",""INV_W_NER_L_2_R_3_[O O]_[O O O]"",""INV_W_NER_L_3_R_1_[O O O]_[O]"",INV_W_LEMMA_L_1_R_1_[call]_[-],""INV_W_LEMMA_L_1_R_3_[call]_[- to try]"",""INV_W_LEMMA_L_3_R_1_[man - call]_[-]"",""INV_W_LEMMA_L_2_R_2_[- call]_[- to]"",""INV_W_LEMMA_L_2_R_3_[- call]_[- to try]"",""INV_W_LEMMA_L_3_R_2_[man - call]_[- to]"",""INV_W_LEMMA_L_1_R_2_[call]_[- to]"",""INV_W_LEMMA_L_3_R_3_[man - call]_[- to try]"",""INV_W_LEMMA_L_2_R_1_[- call]_[-]""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,0.334665,0.330707,0.324957,-0.282554,0.240517,-0.181359,-0.156288,0.104148,0.055645,-0.0407692,0.020562,0.00925519,0.00138261,0,0,0,0,0,0,0,0,0}"
a0c0b94a-b2ff-4967-be23-e335b5b543a2_47_4_5,a0c0b94a-b2ff-4967-be23-e335b5b543a2_47_7_8,a0c0b94a-b2ff-4967-be23-e335b5b543a2,47,,0.986,"{There,"","",Glassman,met,Ben,Cohen,and,Jerry,Greenfield,"","",who,had,launched,their,eponymous,ice,cream,brand,nine,years,earlier,.}",Ben Cohen,4,5,Jerry Greenfield,7,8,"{NER_SEQ_[O],NGRAM_1_[and],POS_SEQ_[CC],WORD_SEQ_[and],LEMMA_SEQ_[and],STARTS_WITH_CAPITAL_[True_True],W_NER_L_1_R_1_[O]_[O],BETW_L_[conj_and],BETW_[conj_and],BETW_D_[conj_and],""W_NER_L_2_R_1_[PERSON O]_[O]"",""W_NER_L_2_R_3_[PERSON O]_[O O O]"",""W_NER_L_1_R_3_[O]_[O O O]"",""W_NER_L_3_R_1_[O PERSON O]_[O]"",""W_LEMMA_L_1_R_1_[meet]_[,]"",""W_NER_L_3_R_3_[O PERSON O]_[O O O]"",""W_NER_L_3_R_2_[O PERSON O]_[O O]"",LENGTHS_[1_3],""W_NER_L_2_R_2_[PERSON O]_[O O]"",""W_NER_L_1_R_2_[O]_[O O]"",""W_LEMMA_L_1_R_2_[meet]_[, who]"",""W_LEMMA_L_2_R_3_[Glassman meet]_[, who have]"",""W_LEMMA_L_3_R_1_[, Glassman meet]_[,]"",""W_LEMMA_L_1_R_3_[meet]_[, who have]"",""W_LEMMA_L_3_R_2_[, Glassman meet]_[, who]"",""W_LEMMA_L_2_R_1_[Glassman meet]_[,]"",""W_LEMMA_L_2_R_2_[Glassman meet]_[, who]"",""W_LEMMA_L_3_R_3_[, Glassman meet]_[, who have]""}","{2.9128,-2.48631,1.97968,1.94885,1.94885,-1.87337,-0.692339,0.329788,0.325916,0.324841,-0.248478,-0.179293,0.159001,-0.0870379,0.0416111,-0.0361219,-0.0154805,0.0111369,-0.0100601,-0.00337211,-1.07589e-07,0,0,0,0,0,0,0}"
a51231d9-3dfb-4802-82f7-03580effb287_118_6_6,a51231d9-3dfb-4802-82f7-03580effb287_118_4_4,a51231d9-3dfb-4802-82f7-03580effb287,118,,0.992,"{Please,also,remember,always,Chris,and,Cristina,in,your,prayers,.}",Cristina,6,6,Chris,4,4,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_WORD_SEQ_[and],INV_LEMMA_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_LENGTHS_[1_1],INV_BETW_D_[conj_and],INV_BETW_L_[conj_and],INV_BETW_[conj_and],INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_1_R_3_[O]_[O O O]"",""INV_W_NER_L_2_R_1_[O O]_[O]"",""INV_W_NER_L_3_R_3_[O O O]_[O O O]"",""INV_W_NER_L_2_R_2_[O O]_[O O]"",""INV_W_NER_L_1_R_2_[O]_[O O]"",""INV_W_NER_L_3_R_2_[O O O]_[O O]"",""INV_W_NER_L_2_R_3_[O O]_[O O O]"",""INV_W_NER_L_3_R_1_[O O O]_[O]"",""INV_W_LEMMA_L_2_R_1_[remember always]_[in]"",""INV_W_LEMMA_L_1_R_2_[always]_[in you]"",""INV_W_LEMMA_L_3_R_1_[also remember always]_[in]"",INV_W_LEMMA_L_1_R_1_[always]_[in],""INV_W_LEMMA_L_3_R_3_[also remember always]_[in you prayer]"",""INV_W_LEMMA_L_3_R_2_[also remember always]_[in you]"",""INV_W_LEMMA_L_2_R_2_[remember always]_[in you]"",""INV_W_LEMMA_L_1_R_3_[always]_[in you prayer]"",""INV_W_LEMMA_L_2_R_3_[remember always]_[in you prayer]""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,-0.335261,0.334665,0.330707,0.324957,-0.282554,0.240517,-0.181359,-0.156288,0.055645,-0.0407692,0.020562,0.00925519,0.00138261,0,0,0,0,0,0,0,0,0}"
a537d598-407a-4fc4-add1-45a9e7ab8e80_5_49_49,a537d598-407a-4fc4-add1-45a9e7ab8e80_5_47_47,a537d598-407a-4fc4-add1-45a9e7ab8e80,5,,0.998,"{A,production,source,who,spoke,on,the,condition,of,anonymity,said,the,programs,will,not,include,27-year-old,Josh,Duggar,"","",the,oldest,of,the,Duggar,siblings,and,the,subject,of,revelations,last,May,that,"","",as,a,teenager,"","",had,fondled,four,of,his,sisters,"","",including,Jill,and,Jessa,.}",Jessa,49,49,Jill,47,47,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_WORD_SEQ_[and],INV_LEMMA_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_LENGTHS_[1_0],INV_BETW_D_[conj_and],INV_BETW_L_[conj_and],INV_BETW_[conj_and],INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_2_R_1_[O O]_[O]"",INV_W_LEMMA_L_1_R_1_[include]_[.],""INV_W_LEMMA_L_2_R_1_[, include]_[.]"",""INV_W_NER_L_3_R_1_[O O O]_[O]"",""INV_W_LEMMA_L_3_R_1_[sister , include]_[.]""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,-0.378807,0.334665,0.330707,0.324957,-0.282554,-0.181359,-0.175607,0.00618675,0.00138261,0}"
b9033f64-a9b5-4d0d-acaa-2d61b1b16214_3_13_14,b9033f64-a9b5-4d0d-acaa-2d61b1b16214_3_10_11,b9033f64-a9b5-4d0d-acaa-2d61b1b16214,3,,0.976,"{HBO,vanquishes,rivals,"","",sets,record,with,43,Emmy,Awards,Meg,James,and,Yvonne,Villarreal,HBO,owns,the,throne,.}",Yvonne Villarreal,13,14,Meg James,10,11,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_LEMMA_SEQ_[and],INV_WORD_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_LENGTHS_[3_1],INV_W_NER_L_1_R_1_[O]_[ORGANIZATION],""INV_W_NER_L_2_R_1_[O O]_[ORGANIZATION]"",""INV_W_NER_L_2_R_2_[O O]_[ORGANIZATION O]"",""INV_W_NER_L_1_R_2_[O]_[ORGANIZATION O]"",""INV_W_LEMMA_L_1_R_2_[award]_[HBO own]"",""INV_W_NER_L_3_R_3_[NUMBER O O]_[ORGANIZATION O O]"",""INV_W_NER_L_3_R_1_[NUMBER O O]_[ORGANIZATION]"",""INV_W_NER_L_3_R_2_[NUMBER O O]_[ORGANIZATION O]"",""INV_BETW_[nn HBO nsubj own conj_and]"",""INV_W_LEMMA_L_2_R_3_[Emmy award]_[HBO own the]"",""INV_W_LEMMA_L_3_R_1_[_NUMBER Emmy award]_[HBO]"",""INV_BETW_L_[nn nsubj conj_and]"",""INV_W_LEMMA_L_2_R_1_[Emmy award]_[HBO]"",""INV_W_LEMMA_L_2_R_2_[Emmy award]_[HBO own]"",""INV_W_LEMMA_L_1_R_3_[award]_[HBO own the]"",""INV_W_LEMMA_L_3_R_3_[_NUMBER Emmy award]_[HBO own the]"",""INV_W_NER_L_1_R_3_[O]_[ORGANIZATION O O]"",""INV_W_LEMMA_L_3_R_2_[_NUMBER Emmy award]_[HBO own]"",""INV_BETW_D_[nn HBO nsubj own conj_and]"",INV_W_LEMMA_L_1_R_1_[award]_[HBO],""INV_W_NER_L_2_R_3_[O O]_[ORGANIZATION O O]""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,0.0420063,-0.0412217,-0.0185579,-0.0022132,-0.0022132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
d22a6c79-de7b-4e22-8d20-2f92fe28c76f_24_0_1,d22a6c79-de7b-4e22-8d20-2f92fe28c76f_24_3_4,d22a6c79-de7b-4e22-8d20-2f92fe28c76f,24,,0.991,"{E.B.,White,and,Maurice,Sendak,both,echoed,the,need,to,write,up,for,children,and,to,not,shield,them,from,the,complicated,aspects,of,life,--,specifically,"","",the,difficult,and,trying,aspects,we,will,all,encounter,.}",E.B. White,0,1,Maurice Sendak,3,4,"{NER_SEQ_[O],NGRAM_1_[and],POS_SEQ_[CC],WORD_SEQ_[and],LEMMA_SEQ_[and],STARTS_WITH_CAPITAL_[True_True],W_NER_L_1_R_1_[O]_[O],BETW_L_[conj_and],BETW_[conj_and],BETW_D_[conj_and],LENGTHS_[2_2],""W_NER_L_1_R_3_[O]_[O O O]"",""W_NER_L_2_R_1_[O O]_[O]"",""W_NER_L_3_R_1_[O O O]_[O]"",""W_NER_L_3_R_3_[O O O]_[O O O]"",""W_NER_L_2_R_2_[O O]_[O O]"",""W_NER_L_3_R_2_[O O O]_[O O]"",""W_NER_L_2_R_3_[O O]_[O O O]"",W_LEMMA_L_1_R_1_[.]_[both],""W_NER_L_1_R_2_[O]_[O O]"",""W_LEMMA_L_2_R_2_[encounter .]_[both echo]"",""W_LEMMA_L_2_R_1_[encounter .]_[both]"",""W_LEMMA_L_3_R_2_[all encounter .]_[both echo]"",""W_LEMMA_L_2_R_3_[encounter .]_[both echo the]"",""W_LEMMA_L_1_R_3_[.]_[both echo the]"",""W_LEMMA_L_1_R_2_[.]_[both echo]"",""W_LEMMA_L_3_R_1_[all encounter .]_[both]"",""W_LEMMA_L_3_R_3_[all encounter .]_[both echo the]""}","{2.9128,-2.48631,1.97968,1.94885,1.94885,-1.87337,-0.692339,0.329788,0.325916,0.324841,0.223318,0.159001,-0.144905,-0.141798,-0.0915892,0.0691858,0.0456837,0.0230933,-0.0164884,-0.00337211,0,0,0,0,0,0,0,0}"
5c328d47-dc04-49b0-8715-a0248d6934d6_44_10_11,5c328d47-dc04-49b0-8715-a0248d6934d6_44_13_14,5c328d47-dc04-49b0-8715-a0248d6934d6,44,,0.996,"{As,it,should,be,Annie,'s,Mailbox,is,written,by,Kathy,Mitchell,and,Marcy,Sugar,"","",longtime,editors,of,the,Ann,Landers,column,.}",Kathy Mitchell,10,11,Marcy Sugar,13,14,"{NER_SEQ_[O],NGRAM_1_[and],POS_SEQ_[CC],LEMMA_SEQ_[and],WORD_SEQ_[and],STARTS_WITH_CAPITAL_[True_True],W_NER_L_1_R_1_[O]_[O],BETW_L_[conj_and],BETW_[conj_and],BETW_D_[conj_and],LENGTHS_[2_2],""W_NER_L_1_R_3_[O]_[O O O]"",""W_NER_L_2_R_1_[O O]_[O]"",""W_NER_L_3_R_1_[O O O]_[O]"",""W_LEMMA_L_1_R_1_[by]_[,]"",""W_NER_L_3_R_3_[O O O]_[O O O]"",""W_NER_L_2_R_2_[O O]_[O O]"",""W_NER_L_3_R_2_[O O O]_[O O]"",""W_LEMMA_L_2_R_1_[write by]_[,]"",""W_NER_L_2_R_3_[O O]_[O O O]"",""W_NER_L_1_R_2_[O]_[O O]"",""W_LEMMA_L_3_R_1_[be write by]_[,]"",""W_LEMMA_L_1_R_2_[by]_[, longtime]"",""W_LEMMA_L_3_R_2_[be write by]_[, longtime]"",""W_LEMMA_L_2_R_2_[write by]_[, longtime]"",""W_LEMMA_L_3_R_3_[be write by]_[, longtime editor]"",""W_LEMMA_L_2_R_3_[write by]_[, longtime editor]"",""W_LEMMA_L_1_R_3_[by]_[, longtime editor]""}","{2.9128,-2.48631,1.97968,1.94885,1.94885,-1.87337,-0.692339,0.329788,0.325916,0.324841,0.223318,0.159001,-0.144905,-0.141798,-0.127914,-0.0915892,0.0691858,0.0456837,0.0356239,0.0230933,-0.00337211,-4.52382e-07,0,0,0,0,0,0}"
9e695ea6-0bad-4831-8f9a-76cde8d585dc_2_23_24,9e695ea6-0bad-4831-8f9a-76cde8d585dc_2_20_21,9e695ea6-0bad-4831-8f9a-76cde8d585dc,2,,0.998,"{But,where,those,latter,"","",modestly,middlebrow,films,had,likeable,little,old,ladies,for,protagonists,played,by,charismatic,actors,-LRB-,Judi,Dench,and,Helen,Mirren,"","",respectively,-RRB-,"","",The,Program,is,centered,around,the,far,less,appealing,figure,of,Armstrong,"","",an,egomaniacal,Lycra-clad,cheat,played,with,a,tiresome,lack,of,nuance,by,Ben,Foster,.}",Helen Mirren,23,24,Judi Dench,20,21,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_WORD_SEQ_[and],INV_LEMMA_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_BETW_D_[conj_and],INV_BETW_L_[conj_and],INV_BETW_[conj_and],INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_1_R_3_[O]_[O O O]"",INV_LENGTHS_[2_2],""INV_W_NER_L_2_R_1_[O O]_[O]"",""INV_W_NER_L_3_R_3_[O O O]_[O O O]"",""INV_W_NER_L_2_R_2_[O O]_[O O]"",""INV_W_NER_L_1_R_2_[O]_[O O]"",""INV_W_NER_L_3_R_2_[O O O]_[O O]"",""INV_W_NER_L_2_R_3_[O O]_[O O O]"",""INV_W_LEMMA_L_1_R_1_[-lrb-]_[,]"",""INV_W_LEMMA_L_1_R_2_[-lrb-]_[, respectively]"",""INV_W_LEMMA_L_1_R_3_[-lrb-]_[, respectively -rrb-]"",""INV_W_NER_L_3_R_1_[O O O]_[O]"",""INV_W_LEMMA_L_2_R_2_[actor -lrb-]_[, respectively]"",""INV_W_LEMMA_L_3_R_3_[charismatic actor -lrb-]_[, respectively -rrb-]"",""INV_W_LEMMA_L_2_R_1_[actor -lrb-]_[,]"",""INV_W_LEMMA_L_3_R_2_[charismatic actor -lrb-]_[, respectively]"",""INV_W_LEMMA_L_2_R_3_[actor -lrb-]_[, respectively -rrb-]"",""INV_W_LEMMA_L_3_R_1_[charismatic actor -lrb-]_[,]""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,0.334665,0.330707,0.324957,-0.282554,0.240517,0.219782,-0.181359,-0.156288,0.055645,-0.0407692,0.020562,0.00925519,0.00499005,-0.00451031,-0.00451031,0.00138261,0,0,0,0,0,0}"
