relation_id,sentence_id,description,is_true,expectation,words,p1_start,p1_length,p2_start,p2_length
134653@9_77-134653@9_37,134653@9,Pitt-Baz Luhrmann,,0,"{Yet,the,lingering,aftereffects,of,last,year,'s,writers,',strike,means,that,Oliver,Stone,'s,George,Bush,drama,``,W.,'',is,still,in,the,final,tinkering,stages,and,wo,n't,be,here,"","",nor,will,Baz,Luhrmann,'s,epic,``,Australia,"","",'',the,biopic,``,Milk,'',-LRB-,starring,Sean,Penn,as,assassinated,gay,politician,Harvey,Milk,-RRB-,"","",and,David,Fincher,'s,``,The,Curious,Case,of,Benjamin,Button,"","",'',in,which,Pitt,ages,in,reverse,.}",77,1,37,2
XIN_ENG_20080809.0278.LDC2009T13_185_0-XIN_ENG_20080809.0278.LDC2009T13_185_6,XIN_ENG_20080809.0278.LDC2009T13_185,Raj Bhavsar-Morgan Hamm,,0.056,"{Raj,Bhavsar,"","",the,replacement,of,Morgan,Hamm,'s,brother,Paul,Hamm,"","",said,after,the,competition,that,he,did,feel,a,little,nervous,when,Artemev,made,mistakes,as,the,first,U.S.,gymnast,to,compete,in,rings,.}",0,2,6,2
59970@81_4-59970@81_9,59970@81,McCain-Thompson,,0.052,"{One,associate,said,that,McCain,has,been,riled,by,Thompson,'s,approaching,entry,"","",making,it,more,likely,that,he,would,back,Giuliani,.}",4,1,9,1
eng-WL-11-174595-12967950_872_14-eng-WL-11-174595-12967950_872_8,eng-WL-11-174595-12967950_872,Tom Cruise-Dan Snyder,,0.088,"{Photographers,went,crazy,last,night,when,Redskins,owner,Dan,Snyder,escorted,new,business,partner,Tom,Cruise,and,Katie,Holmes,onto,FedEx,Field,before,the,season,opener,.}",14,2,8,2
NYT_ENG_20080929.0152.LDC2009T13_311_40-NYT_ENG_20080929.0152.LDC2009T13_311_50,NYT_ENG_20080929.0152.LDC2009T13_311,Bush-McCain,,0.006,"{She,is,practicing,for,the,debate,with,Steve,Beigun,"","",a,former,staff,member,of,President,Bush,'s,National,Security,Council,;,Randy,Scheunemann,"","",McCain,'s,chief,foreign,policy,aide,;,Mark,Wallace,"","",a,deputy,campaign,manager,for,Bush,'s,2004,re-election,campaign,;,and,Nicolle,Wallace,"","",McCain,'s,aide,who,was,a,communications,director,in,the,Bush,White,House,.}",40,1,50,1
NYT_ENG_20070906.0173.LDC2009T13_837_11-NYT_ENG_20070906.0173.LDC2009T13_837_4,NYT_ENG_20070906.0173.LDC2009T13_837,Peter Pau-Michael Davis,,0.004,"{Written,and,directed,by,Michael,Davis,;,director,of,photography,"","",Peter,Pau,;,edited,by,Peter,Amundson,;,music,by,Paul,Haslinger,;,production,designer,"","",Gary,Frutkoff,;,produced,by,Susan,Montford,"","",Don,Murphy,and,Rick,Benattar,;,released,by,New,Line,Cinema,.}",11,2,4,2
129366@18_7-129366@18_24,129366@18,Barack Obama-Kise,,0.008,"{``,Since,he,became,the,nominee,"","",Barack,Obama,ignored,John,McCain,'s,invitation,to,have,real,town-hall,meetings,around,the,nation,"","",'',Kise,said,in,a,statement,.}",7,2,24,1
eng-WL-11-174643-12999768_333_14-eng-WL-11-174643-12999768_333_6,eng-WL-11-174643-12999768_333,Kate Noelle-Tom Cruise,,0.424,"{The,fifth,place,has,got,to,Tom,Cruise,wife,-,to,Katie,Holmes,-LRB-,Kate,Noelle,-RRB-,.}",14,2,6,2
APW_ENG_20080328.0358.LDC2009T13_61_22-APW_ENG_20080328.0358.LDC2009T13_61_14,APW_ENG_20080328.0358.LDC2009T13_61,Leon Spinks-Kevin Cunningham,,0.012,"{This,defeat,came,a,few,weeks,after,a,split,with,longtime,trainer,and,manager,Kevin,Cunningham,"","",and,despite,moral,support,from,Leon,Spinks,and,Michael,Spinks,"","",Cory,'s,father,and,uncle,and,both,former,heavyweight,champions,.}",22,2,14,2
LTW_ENG_20071026.0028.LDC2009T13_575_29-LTW_ENG_20071026.0028.LDC2009T13_575_14,LTW_ENG_20071026.0028.LDC2009T13_575,James Marsters-Greenwalt,,0.014,"{And,in,a,move,to,goose,ratings,in,the,final,season,"","",Whedon,and,Greenwalt,brought,in,Angel,'s,longtime,``,Buffy,'',rival,"","",sexy,vampire,Spike,-LRB-,James,Marsters,-RRB-,.}",29,2,14,1
124725@58_34-124725@58_24,124725@58,Fosse-McWaters,,0.006,"{``,There,'s,always,an,image,that,Fosse,would,give,to,dancers,as,the,reason,to,do,any,type,of,movement,"","",'',said,McWaters,"","",who,spent,a,lot,of,time,working,on,Fosse,with,Verdon,"","",who,died,in,2000,.}",34,1,24,1
APW_ENG_20070608.0349.LDC2009T13_98_18-APW_ENG_20070608.0349.LDC2009T13_98_10,APW_ENG_20070608.0349.LDC2009T13_98,Kemp-Sutton Foster,,0,"{Also,in,the,cast,are,Megan,Mullally,as,Elizabeth,"","",Sutton,Foster,as,Inga,"","",Fred,Applegate,as,Kemp,and,Christopher,Fitzgerald,as,Igor,.}",18,1,10,2
35077@8_40-35077@8_37,35077@8,Marshall Brickman-Andrew Tobias,,0.278,"{The,San,Remo,"","",at,West,74th,Street,"","",is,a,home,to,many,prominent,New,Yorkers,"","",including,Steve,Martin,"","",Steven,Spielberg,"","",the,producers,Scott,Rudin,and,James,L.,Nederlander,"","",and,the,writers,Andrew,Tobias,and,Marshall,Brickman,.}",40,2,37,2
eng-WL-11-174592-12942015_190_21-eng-WL-11-174592-12942015_190_12,eng-WL-11-174592-12942015_190,Debi Mazar-Salma Hayek,f,0.048,"{``,Ugly,Betty,'',which,often,resorts,to,stunt,casting,-LRB-,exec,Salma,Hayek,"","",Gina,Gershon,"","",Lucy,Liu,"","",Debi,Mazar,"","",Tim,Gunn,"","",Katharine,McPhee,"","",Kathy,Griffin,"","",Rebecca,Romijn,'s,husband,Jerry,O'Connell,and,many,other,all,appeared,on,the,show,before,-RRB-,will,also,have,Victoria,Beckham,make,a,cameo,appearance,on,the,show,this,year,.}",21,2,12,2
84443@20_7-84443@20_34,84443@20,Carl Djerassi-Leah Middlebrook,,0.15,"{She,is,survived,by,her,husband,"","",Carl,Djerassi,"","",a,noted,chemist,who,synthesized,the,first,oral,contraceptive,-LRB-,he,is,also,a,novelist,-RRB-,;,a,daughter,from,her,second,marriage,"","",Leah,Middlebrook,"","",an,assistant,professor,of,comparative,literature,and,Romance,languages,at,the,University,of,Oregon,in,Eugene,;,two,sisters,"","",Michole,Nicholson,of,Arroyo,Grande,"","",Calif.,"","",and,Colleen,Dea,of,Spokane,"","",Wash.,;,a,stepson,"","",Dale,Djerassi,of,Woodside,"","",Calif.,;,and,one,step-grandson,.}",7,2,34,2
LTW_ENG_20081113.0042.LDC2009T13_1411_7-LTW_ENG_20081113.0042.LDC2009T13_1411_13,LTW_ENG_20081113.0042.LDC2009T13_1411,Freida Pinto-Irfan Khan,,0.012,"{Starring,Dev,Patel,"","",Madhur,Mittal,"","",Freida,Pinto,"","",Anil,Kapoor,and,Irfan,Khan,.}",7,2,13,2
eng-WL-11-174595-12967781_7_32-eng-WL-11-174595-12967781_7_0,eng-WL-11-174595-12967781_7,Dean McDermott-Tori Spelling,t,0.992,"{Tori,Spelling,could,barely,wait,for,the,ink,to,dry,on,her,divorce,papers,from,ex-husband,Charlie,Shanian,before,walking,down,the,aisle,again,to,wed,the,latest,love,of,her,life,Dean,McDermott,.}",32,2,0,2
LTW_ENG_20080108.0056.LDC2009T13_814_1-LTW_ENG_20080108.0056.LDC2009T13_814_20,LTW_ENG_20080108.0056.LDC2009T13_814,Redgrave-Natasha,,0,"{The,Redgrave,children,--,Vanessa,"","",brother,Corin,"","",sister,Lynn,--,are,actors,"","",as,are,Vanessa,'s,daughters,Natasha,and,Joely,Richardson,"","",from,Redgrave,'s,marriage,to,director,Tony,Richardson,.}",1,1,20,1
NYT_ENG_20071026.0117.LDC2009T13_25_38-NYT_ENG_20071026.0117.LDC2009T13_25_9,NYT_ENG_20071026.0117.LDC2009T13_25,Stephen Crane-Edmund White,,0.628,"{WEST,PALM,BEACH,"","",Fla.,--,The,title,of,Edmund,White,'s,glowing,new,novel,of,creative,passion,and,erotic,desire,derives,from,the,name,of,the,Jacksonville,whorehouse,run,by,Cora,Crane,"","",the,common-law,wife,of,Stephen,Crane,.}",38,2,9,2
14631@31_2-14631@31_4,14631@31,Geffen-Obama,,0.07,"{Questions,about,Geffen,and,Obama,should,be,left,``,up,to,the,other,campaigns,"","",'',she,said,.}",2,1,4,1
APW_ENG_20071108.0253.LDC2009T13_607_40-APW_ENG_20071108.0253.LDC2009T13_607_3,APW_ENG_20071108.0253.LDC2009T13_607,Chesney-Underwood,,0,"{Other,performers,were,Underwood,"","",Rascal,Flatts,"","",Miranda,Lambert,"","",Strait,"","",Swift,"","",Alison,Krauss,&,Union,Station,"","",Big,&,Rich,"","",Rodney,Atkins,"","",Brooks,&,Dunn,"","",Sugarland,"","",Martina,McBride,"","",Keith,Urban,"","",Chesney,"","",Josh,Turner,"","",Kellie,Pickler,and,the,Eagles,.}",40,1,3,1
NYT_ENG_20080108.0110.LDC2009T13_592_20-NYT_ENG_20080108.0110.LDC2009T13_592_31,NYT_ENG_20080108.0110.LDC2009T13_592,Susan Fanshel-James Callanan,,0.014,"{David,Grubin,"","",producer,"","",director,and,writer,;,Rachel,Buchanan,and,Amy,Brown,"","",co-producers,;,Don,Bernier,"","",Susan,Fanshel,"","",George,O'Donnell,and,Deborah,Peretz,"","",editors,;,James,Callanan,"","",cinematographer,;,Liev,Schreiber,"","",narrator,.}",20,2,31,2
eng-WL-110-174612-12992548_102_20-eng-WL-110-174612-12992548_102_4,eng-WL-110-174612-12992548_102,Kenneth Karlin-Rich Harrison,,0.01,"{Expect,additional,collaborations,with,Rich,Harrison,-LRB-,Amerie,"","",Janet,Jackson,-RRB-,and,Soulshock,&,Karlin,:,Carsten,Schack,and,Kenneth,Karlin,-LRB-,Keyshia,Cole,"","",Beyonce,-RRB-,.}",20,2,4,2
APW_ENG_20080217.0891.LDC2009T13_124_36-APW_ENG_20080217.0891.LDC2009T13_124_2,APW_ENG_20080217.0891.LDC2009T13_124,Bill Burton-Obama,,0.004,"{``,Senator,Obama,visited,this,morning,with,John,and,Elizabeth,Edwards,at,their,home,in,Chapel,Hill,to,discuss,the,state,of,the,campaign,and,the,pressing,issues,facing,American,families,"","",'',said,Obama,spokesman,Bill,Burton,.}",36,2,2,1
XIN_ENG_20080825.0027.LDC2009T13_79_0-XIN_ENG_20080825.0027.LDC2009T13_79_23,XIN_ENG_20080825.0027.LDC2009T13_79,Kouchner-Nicolas Sarkozy,,0.002,"{Kouchner,"","",who,was,heading,to,neighboring,Syria,to,meet,Syrian,President,Bashar,al-Assad,ahead,of,a,visit,to,Syria,by,French,President,Nicolas,Sarkozy,planned,for,early,September,"","",said,that,he,would,convey,a,message,to,Syria,about,the,general,willingness,to,have,a,``,stable,Lebanon,'',.}",0,1,23,2
AFP_ENG_20071019.0456.LDC2009T13_218_35-AFP_ENG_20071019.0456.LDC2009T13_218_41,AFP_ENG_20071019.0456.LDC2009T13_218,Ben Kay-Simon Shaw,,0.008,"{England,"","",bidding,to,become,the,first,side,to,win,back-to-back,World,Cups,"","",also,named,nine,other,veteran,squad,members,from,that,2003-winning,side,in,Jason,Robinson,"","",Mike,Catt,"","",Andy,Gomarsall,"","",Ben,Kay,"","",Mark,Regan,"","",Simon,Shaw,"","",Martin,Corry,"","",Lewis,Moody,and,captain,Phil,Vickery,in,their,starting,XV,to,play,the,Boks,.}",35,2,41,2
NYT_ENG_20070328.0109.LDC2009T13_365_0-NYT_ENG_20070328.0109.LDC2009T13_365_28,NYT_ENG_20070328.0109.LDC2009T13_365,Hiatt-Lilly,,0.002,"{Hiatt,told,Cassell,that,doctors,Paul,Farmer,and,Jim,Yong,Kim,"","",working,in,Peru,"","",desperately,needed,batches,of,two,drugs,developed,nearly,a,half-century,earlier,by,Lilly,"","",capreomycin,and,cycloserine,.}",0,1,28,1
NYT_ENG_20080122.0179.LDC2009T13_714_38-NYT_ENG_20080122.0179.LDC2009T13_714_78,NYT_ENG_20080122.0179.LDC2009T13_714,Javier Bardem-Michael Clayton,,0.002,"{Joining,Hoffman,'s,porcine,CIA,agent,and,Holbrook,'s,teary,codger,in,the,supporting-actor,category,were,Casey,Affleck,as,a,proto,-,celebrity,stalker,in,``,The,Assassination,of,Jesse,James,by,the,Coward,Robert,Ford,"","",'',Javier,Bardem,as,the,killer,with,the,kooky,haircut,in,``,No,Country,for,Old,Men,"","",'',and,Tom,Wilkinson,as,a,high,-,powered,lawyer,who,suddenly,believes,himself,to,be,Shiva,the,Goddess,of,Death,in,``,Michael,Clayton,.,''}",38,2,78,2
XIN_ENG_20070122.0136.LDC2009T13_451_21-XIN_ENG_20070122.0136.LDC2009T13_451_18,XIN_ENG_20070122.0136.LDC2009T13_451,Walid Jumblatt-Samir Geagea,f,0.158,"{Hariri,'s,call,followed,similar,calls,by,ex-President,Amin,Gemayel,of,the,Phalange,Party,"","",Lebanese,Forces,Leader,Samir,Geagea,and,Walid,Jumblatt,'s,Progressive,Socialist,Party,to,foil,the,opposition,'s,attempt,to,escalate,its,protest,.}",21,2,18,2
APW_ENG_20080829.0177.LDC2009T13_61_36-APW_ENG_20080829.0177.LDC2009T13_61_43,APW_ENG_20080829.0177.LDC2009T13_61,Juan Martin del Potro-Gael Monfils,,0.058,"{4,David,Ferrer,"","",No.,6,Andy,Murray,"","",No.,7,David,Nalbandian,"","",No.,9,James,Blake,"","",No.,10,Stanislas,Wawrinka,"","",No.,14,Ivo,Karlovic,"","",No.,16,Gilles,Simon,"","",No.,17,Juan,Martin,del,Potro,and,No.,32,Gael,Monfils,.}",36,4,43,2
eng-NG-31-142501-10053423_1073_37-eng-NG-31-142501-10053423_1073_43,eng-NG-31-142501-10053423_1073,Peter-Abraham,f,0.006,"{His,sacrifice-of-love,death,on,the,Cross,before,His,Father-dying,as,a,curse,in,our,place,so,that,we,would,not,have,to,be,accursed,from,God,ourselves-was,for,all,of,us,humans,:,me,"","",you,"","",Peter,and,Paul,"","",Mohammed,"","",Abraham,"","",Sarah,"","",and,Hagar,"","",and,those,yet,unborn,.}",37,1,43,1
LTW_ENG_20070425.0003.LDC2009T13_3_28-LTW_ENG_20070425.0003.LDC2009T13_3_22,LTW_ENG_20070425.0003.LDC2009T13_3,Eddie Murphy-Jamie Foxx,,0.014,"{``,Dreamgirls,'',-LRB-,DreamWorks,Home,Video,:,DVD,$,29.99,;,rated,PG-13,;,available,Tuesday,-RRB-,The,musical,smash,stars,Jamie,Foxx,"","",Beyonce,Knowles,and,Eddie,Murphy,"","",as,well,as,best,supporting,actress,Oscar,winner,Jennifer,Hudson,.}",28,2,22,2
APW_ENG_20070519.0620.LDC2009T13_479_17-APW_ENG_20070519.0620.LDC2009T13_479_12,APW_ENG_20070519.0620.LDC2009T13_479,Frank Lampard-Petr Cech,,0.006,"{Wayne,Rooney,shot,wide,of,the,far,post,with,only,Chelsea,goalkeeper,Petr,Cech,to,beat,and,Frank,Lampard,shaved,the,United,crossbar,from,25,meters,after,his,team,'s,best,move,.}",17,2,12,2
APW_ENG_20080909.0196.LDC2009T13_319_33-APW_ENG_20080909.0196.LDC2009T13_319_42,APW_ENG_20080909.0196.LDC2009T13_319,Phil Waugh-Matt Dunning,,0.002,"{Deans,made,four,changes,in,his,forward,pack,"","",with,hooker,Stephen,Moore,"","",prop,Al,Baxter,"","",flanker,George,Smith,"","",and,lock,Nathan,Sharpe,all,recalled,to,the,starting,eight,while,Phil,Waugh,"","",utility,forward,Hugh,McMeniman,and,prop,Matt,Dunning,were,relegated,to,the,reserves,.}",33,2,42,2
APW_ENG_20080220.0889.LDC2009T13_650_51-APW_ENG_20080220.0889.LDC2009T13_650_58,APW_ENG_20080220.0889.LDC2009T13_650,Diana-Mishcon,,0,"{He,alleged,that,those,involved,in,the,plot,and,its,cover-up,included,Prince,Charles,;,then-Prime,Minister,Tony,Blair,;,Diana,'s,sister,"","",Sarah,McQuorquodale,;,Diana,'s,brother-in,-,law,Robert,Fellowes,;,her,butler,Paul,Burrell,;,two,former,chiefs,of,London,police,;,driver,Henri,Paul,;,Diana,'s,attorney,"","",the,late,Lord,Mishcon,;,two,French,toxicologists,"","",members,of,the,French,medical,service,"","",and,the,U.S.,Central,Intelligence,Agency,.}",51,1,58,1
AFP_ENG_20081225.0075.LDC2009T13_493_15-AFP_ENG_20081225.0075.LDC2009T13_493_6,AFP_ENG_20081225.0075.LDC2009T13_493,Harry-Prince Charles,,0.004,"{The,queen,"","",Prince,Philip,"","",Prince,Charles,"","",a,bearded,Prince,William,"","",Prince,Harry,and,other,royals,attended,their,traditional,Christmas,Day,church,service,near,her,estate,at,Sandringham,"","",eastern,England,"","",Thursday,.}",15,1,6,2
LTW_ENG_20080419.0120.LDC2009T13_858_21-LTW_ENG_20080419.0120.LDC2009T13_858_19,LTW_ENG_20080419.0120.LDC2009T13_858,Harley-Madison,,0.108,"{Federici,"","",who,had,been,living,in,Manhattan,"","",is,survived,by,his,wife,Maya,and,children,Jason,"","",Madison,and,Harley,.}",21,1,19,1
NYT_ENG_20070624.0055.LDC2009T13_1403_47-NYT_ENG_20070624.0055.LDC2009T13_1403_3,NYT_ENG_20070624.0055.LDC2009T13_1403,David-Roland Garros,,0,"{That,loss,at,Roland,Garros,seemed,to,take,a,lot,of,starch,out,of,Roger,"","",and,the,way,the,Wimbledon,grass,plays,these,days,"","",baseliners,like,Nadal,"","",-LRB-,Serbia,'s,Novak,-RRB-,Djokovic,"","",-LRB-,Chile,'s,Fernando,-RRB-,Gonzalez,and,-LRB-,Spain,'s,David,-RRB-,Ferrer,can,play,the,kind,of,tennis,that,can,take,them,deep,into,the,second,week,there,.,''}",47,1,3,2
eng-WL-107-174567-12932077_276_14-eng-WL-107-174567-12932077_276_6,eng-WL-107-174567-12932077_276,John-Jennifer,f,0.014,"{From,the,sounds,of,it,"","",Jennifer,has,been,desperate,to,rekindle,things,with,John,and,the,two,have,even,been,in,constant,contact,since,the,split,"","",daily,even,.}",14,1,6,1
NYT_ENG_20080814.0284.LDC2009T13_103_20-NYT_ENG_20080814.0284.LDC2009T13_103_14,NYT_ENG_20080814.0284.LDC2009T13_103,Roy-Woody Harrelson,,0,"{You,wonder,where,director,Brad,Anderson,might,have,been,headed,with,a,movie,starring,Woody,Harrelson,and,Emily,Mortimer,as,Roy,and,Jessie,"","",a,nice,American,couple,who,decide,to,return,from,Beijing,to,Moscow,via,the,Trans,-,Siberian,express,.}",20,1,14,2
NYT_ENG_20070211.0021.LDC2009T13_972_17-NYT_ENG_20070211.0021.LDC2009T13_972_28,NYT_ENG_20070211.0021.LDC2009T13_972,Carlos Quentin-Conor Jackson,,0.028,"{But,it,'s,youngsters,such,as,shortstop,Stephen,Drew,"","",center,fielder,Chris,Young,"","",right,fielder,Carlos,Quentin,"","",third,baseman,Chad,Tracy,"","",and,first,baseman,Conor,Jackson,that,could,help,this,team,emerge,like,the,1987,Twins,.}",17,2,28,2
APW_ENG_20070706.1265.LDC2009T13_810_6-APW_ENG_20070706.1265.LDC2009T13_810_0,APW_ENG_20070706.1265.LDC2009T13_810,Richard Krajicek-Pat Cash,f,0.006,"{Pat,Cash,"","",Australia,"","",and,Richard,Krajicek,"","",Netherlands,"","",7-6,-LRB-,5,-RRB-,"","",6-4,.}",6,2,0,2
APW_ENG_20080411.0160.LDC2009T13_409_30-APW_ENG_20080411.0160.LDC2009T13_409_33,APW_ENG_20080411.0160.LDC2009T13_409,Dario Franchitti-Patrick Carpentier,,0.06,"{Among,the,drivers,outside,the,top,35,in,car,owner,points,"","",who,had,to,qualify,on,speed,"","",Dave,Blaney,"","",David,Reutimann,"","",former,open,-,wheel,stars,Dario,Franchitti,and,Patrick,Carpentier,"","",Joe,Nemechek,and,Johnny,Sauter,"","",who,replaced,Jeremy,Mayfield,this,week,in,the,No.,70,Chevrolet,"","",made,the,43-car,field,.}",30,2,33,2
eng-NG-31-142978-10131159_190_22-eng-NG-31-142978-10131159_190_38,eng-NG-31-142978-10131159_190,Abraham-Moses,f,0.038,"{Say,:,""\\*"",We,believe,in,Allah,""\\*"",and,that,which,was,revealed,to,us,"","",and,that,which,was,revealed,to,Abraham,and,Ishmael,and,Isaac,and,Jacob,and,the,tribes,and,that,which,was,given,to,Moses,and,Jesus,and,to,the,Prophets,from,their,Lord,;,we,make,no,distinction,between,any,of,them,"","",and,to,Him,we,submit,.}",22,1,38,1
NYT_ENG_20070421.0121.LDC2009T13_847_13-NYT_ENG_20070421.0121.LDC2009T13_847_0,NYT_ENG_20070421.0121.LDC2009T13_847,Alex Gordon-Alberto Callaspo,f,0.078,"{Alberto,Callaspo,has,picked,up,where,he,left,off,last,season,"","",but,Alex,Gordon,has,n't,.}",13,2,0,2
89851@36_6-89851@36_1,89851@36,Clinton-Anthony D. Weiner,,0.038,"{Rep.,Anthony,D.,Weiner,"","",a,Clinton,supporter,who,represents,Brooklyn,and,Queens,"","",said,the,campaign,dynamics,have,energized,the,Clinton,camp,"","",too,.}",6,1,1,3
NYT_ENG_20081203.0008.LDC2009T13_973_23-NYT_ENG_20081203.0008.LDC2009T13_973_11,NYT_ENG_20081203.0008.LDC2009T13_973,Iverson Minter-Gary Shead,,0.056,"{Odetta,was,married,three,times,:,to,Don,Gordon,"","",to,Gary,Shead,"","",and,"","",in,1977,"","",to,the,blues,musician,Iverson,Minter,"","",known,professionally,as,Louisiana,Red,.}",23,2,11,2
90593@16_21-90593@16_5,90593@16,Joan Plowright-Leigh,,0.526,"{Olivier,"","",whose,marriage,to,Leigh,was,on,the,rocks,"","",shared,the,stage,with,his,mistress,and,future,wife,"","",Joan,Plowright,.}",21,2,5,1
eng-WL-110-174612-12992998_70_36-eng-WL-110-174612-12992998_70_52,eng-WL-110-174612-12992998_70,Scott Storch-Aaliyah,,0.014,"{No,release,date,is,announced,yet,"","",but,expect,productions,on,``,Ocean,Drive,'',courtesy,of,Jermaine,Dupri,-LRB-,Tamia,"","",Alicia,Keys,-RRB-,"","",Bryan,Michael,Cox,-LRB-,Faith,Evans,"","",Amerie,-RRB-,"","",Scott,Storch,-LRB-,Kelly,Rowland,"","",Christina,Aguilera,-RRB-,"","",Teddy,Bishop,-LRB-,LeToya,Luckett,"","",Aaliyah,-RRB-,and,No,I.D.,-LRB-,Toni,Braxton,"","",Janet,Jackson,-RRB-,.}",36,2,52,1
45384@27_7-45384@27_16,45384@27,Jamie Foxx-Mario Lopez,,0.006,"{Other,reported,guests,:,Jessica,Simpson,"","",Jamie,Foxx,"","",Lionel,Richie,"","",Ryan,Seacrest,"","",Mario,Lopez,and,soccer,star,Thierry,Henry,.}",7,2,16,2
AFP_ENG_20080527.0615.LDC2009T13_81_21-AFP_ENG_20080527.0615.LDC2009T13_81_24,AFP_ENG_20080527.0615.LDC2009T13_81,Paul Newman-Sydney Poitier,,0.05,"{Pollack,balanced,box,office,success,with,critical,acclaim,over,a,half-century,career,"","",working,with,stars,such,as,Robert,Redford,"","",Paul,Newman,"","",Sydney,Poitier,"","",Meryl,Streep,"","",Dustin,Hoffman,"","",Barbra,Streisand,"","",Tom,Cruise,and,Nicole,Kidman,.}",21,2,24,2
eng-WL-11-174595-12968191_1127_20-eng-WL-11-174595-12968191_1127_18,eng-WL-11-174595-12968191_1127,Isabella-Connor,,0.05,"{There,used,to,be,a,time,when,Nicole,Kidman,and,her,children,-LRB-,adopted,with,Tom,Cruise,-RRB-,Connor,and,Isabella,were,completely,inseparable,...,ever,since,Tom,decided,to,become,a,family,man,with,new,wife,Katie,Holmes,and,Suri,"","",those,kids,have,been,almost,entirely,in,his,possession,.}",20,1,18,1
87699@29_27-87699@29_6,87699@29,Sonenshein-Bill,,0,"{``,On,balance,--,and,with,Bill,"","",it,'s,always,`,on,balance,',--,I,think,he,does,more,good,than,harm,"","",'',said,Sonenshein,.}",27,1,6,1
NYT_ENG_20080203.0240.LDC2009T13_141_22-NYT_ENG_20080203.0240.LDC2009T13_141_16,NYT_ENG_20080203.0240.LDC2009T13_141,Caroline Kennedy-Stevie Wonder,f,0.128,"{The,rally,for,the,Illinois,senator,"","",aimed,squarely,at,female,voters,"","",also,starred,singer,Stevie,Wonder,"","",Shriver,'s,cousin,Caroline,Kennedy,--,daughter,of,the,late,President,John,F.,Kennedy,--,and,the,candidate,'s,wife,"","",Michelle,Obama,.}",22,2,16,2
14949@17_18-14949@17_14,14949@17,Walter Shorenstein-Mark Buell,,0.18,"{The,event,is,hosted,by,longtime,supporter,Susie,Tompkins,Buell,and,her,husband,"","",Mark,Buell,"","",developer,Walter,Shorenstein,"","",the,group,EMILY,'s,List,and,major,Democratic,donors,Tom,Steyer,and,Kat,Taylor,.}",18,2,14,2
AFP_ENG_20070719.0433.LDC2009T13_121_18-AFP_ENG_20070719.0433.LDC2009T13_121_2,AFP_ENG_20070719.0433.LDC2009T13_121,Majid Jahangir Khan-George Headley,,0,"{Note,:,George,Headley,'s,son,"","",Ron,Headley,also,played,Test,cricket,for,the,West,Indies,and,Majid,Jahangir,Khan,'s,son,"","",Majid,Khan,"","",played,for,Pakistan,.}",18,3,2,2
AFP_ENG_20070103.0240.LDC2009T13_93_13-AFP_ENG_20070103.0240.LDC2009T13_93_29,AFP_ENG_20070103.0240.LDC2009T13_93,Kabila-Nzanga Mobutu,,0.008,"{The,administration,was,expected,to,be,made,up,politicians,belonging,to,parties,in,Kabila,'s,Presidential,Majority,Alliance,"","",the,Union,of,Mobutist,Democrats,-LRB-,Udemo,-RRB-,led,by,Nzanga,Mobutu,--,son,of,the,late,dictator,Mobutu,Sese,Seko,--,and,Gizenga,'s,Unified,Lumumbist,Party,-LRB-,PALU,-RRB-,.}",13,1,29,2
APW_ENG_20080820.0630.LDC2009T13_149_27-APW_ENG_20080820.0630.LDC2009T13_149_40,APW_ENG_20080820.0630.LDC2009T13_149,Evan Bayh-Obama,,0.006,"{The,list,of,those,who,might,join,Obama,is,widely,believed,to,be,down,to,Delaware,Sen.,Joe,Biden,"","",Kansas,Gov.,Kathleen,Sebelius,"","",Indiana,Sen.,Evan,Bayh,and,Virginia,Gov.,Tim,Kaine,"","",who,planned,to,campaign,with,Obama,Thursday,in,his,home,state,.}",27,2,40,1
NYT_ENG_20071227.0124.LDC2009T13_606_54-NYT_ENG_20071227.0124.LDC2009T13_606_35,NYT_ENG_20071227.0124.LDC2009T13_606,Maceo-Lisa Gay Hamilton,,0,"{Other,one-note,characters,include,a,dignified,"","",terminally,weary,blues,singer,"","",Bertha,Mae,-LRB-,Mabel,John,-RRB-,"","",her,devoted,long-time,consort,Slick,-LRB-,Vondie,Curtis,Hall,-RRB-,"","",Tyrone,'s,partner,Delilah,-LRB-,Lisa,Gay,Hamilton,-RRB-,"","",whose,frustrations,are,driving,her,to,explore,Pentecostalism,"","",and,Tyrone,'s,best,friend,Maceo,-LRB-,Charles,S.,Dutton,-RRB-,.}",54,1,35,3
